finding,found_on,found_by,link_id,retiring_code,what_looked_wrong,error_class,root_cause,response,rows_affected,value_cad_affected,control_added
116,2026-08-16,"automated review, verified by hand, 2026-08-15",,3004.90.00.72,"The only control over the derived half of the table read `family_code[:-1] == hs_code[:-1]` and printed 'every derived entry points at a leftover line in its own block'. It tested that two codes share nine digits and nothing else. All 108 derived entries passed it, including 19 that named a line their trade could never have reached. 3004900072, antineoplastic agents, pointed at 3004900074, 'Medicaments primarily affecting eyes, ears and respiratory system'.",a control that does not test what its name says,"Digit-prefix equality is a property of the two numbers, not a claim about the tariff. Nothing anywhere asked whether the target was a residual, whether it was the block's residual rather than a named group inside it, or whether it existed while the member traded.","Three separate controls, because the three fail on different rows. Nine entries re-pointed, eleven cleared, one given an enclosing line. THE RULE IS GENERALITY, NOT NUMBERING: '.X9 is the residual' is false, and in block 300490003 the higher-numbered .39 is 'acting on the CENTRAL nervous system' while .35 is the broader 'acting on the nervous system, nes'. Applying the numbering rule would have moved six entries onto a narrower line. The block's leftover is the residual whose content words sit inside every other residual's.",21,42378060066,"three, plus a fourth requiring that an entry which can name no leftover names none. THE DIRECTION TEST IS THE SUBTLE ONE and it cost 9 false positives before it was got right: a leftover line MAY begin after the member closes, because at every HS revision the tariff shuts a residual in December and opens its replacement in January, and seven entries name a line 1 or 2 months later. Those are correct. What cannot be correct is a line that had already closed before the code began. Requiring overlap in both directions would have called all seven defects and re-pointed them wrongly."
117,2026-08-16,"automated review, verified by hand, 2026-08-15",,,"meaning_gates.is_a_catch_all returned False for 'Mixtures amino acids,nes,in doses/packings for retail sale,o/t No 30.02/05' -- a line that says nes in its own wording. From the 2017-2018 revision onward essentially every Chapter 30 residual carries the scope note 'o/t No 30.02/05/06', and the gate read that as an exclusion of goods and answered no on the strength of it.",a guard that cannot see its own case after a wording change,"EXCLUSIONARY_MARKERS holds 'o/t', and any exclusionary marker cancels a catch-all marker. 'Vaccines o/t against influenza' really is a complement and must not be treated as a residual, but 'o/t No 30.02' says which heading a line sits under. The two spellings had never been separated.","An o/t that introduces a heading NUMBER is stripped before the exclusion test; one that names goods is left in place. The two kinds were counted rather than assumed: of 94 lives carrying o/t, 81 introduce a heading number and 13 exclude goods, as in 'Vaccines, o/t for against influenza virus' and 'Dressings of woven fab o/t of cotton'. Found independently by hand and by the parallel workflow, which reached the same 27 lives and the same CAD 134,080,082,251.",27,134080082251,"none of its own; it is asserted through the medicine-family controls, which could not recognise a modern leftover line at all while this stood. VERIFIED NOT TO MOVE THE CROSSWALK: all 19 published artefacts are byte-identical across the change and the suite stays green. 8 queue rows improve, every one already settled, and on 3 of them the new reading corroborates an accept the analyst had already made."
118,2026-08-16,"automated review, verified by hand, 2026-08-15",imports:3004.20.00.52:1996-11,3004.20.00.52,"The co-casualty control reported 32 strandings against 32 recorded in decisions/leftover_line_gaps.csv and passed. The true count was 33. Queue row 14, imports 3004.20.00.52, CAD 1,094,147, stops 1996-11 beside a leftover line that ended 1997-12, a gap of 13 months against a threshold of 24.",reading the wrong life of a code that has more than one,"The check built its inventory as a dict written once per code, so a leftover line with two lives answered with whichever ended latest. Measured against that last life the gap is 181 months, so the row fell out of the subject entirely and the control passed at 32 of 32 while one real stranding went unrecorded. Two further dicts in the same file collapsed lives the same way.","The lookup returns every life and the gap is measured against the nearest, not the last. Two rows left the ledger at the same time, 3002.90.00.10 and 3004.50.99.20, both carrying a NEGATIVE gap: their leftover line ended before the retirement did, which is finding 116 showing up in a second place. The ledger moves 32 to 31.",3,1094147,"the existing pair of controls now has a subject that can move in both directions, and it did: one gap appeared and two were resolved in the same edit. Both were proven by running the check before and after."
119,2026-08-17,"automated review, verified by hand, 2026-08-17",,,"The end-of-pipeline meaning audit had never examined anything. It exited 3, meaning 'no history file exists', and the runner was configured to require that exit, so the day it gained a subject the build would have failed for the wrong reason. Its subject exists now: Stage 6 writes output/{flow}_lineage_timeline.csv and the audit reads 1,091 published steps across both flows.",a check that reports a clean result on no data,"Stages 1 to 6 write those files and Stage 6 was unbuilt, so the check had been correct to refuse. What was not correct was the exit code it produced once it could read them: it returned 1 on ANY reported step, and 37 of the 37 it reports come from the two rules whose action is review.","Exit 1 now means a step crossed a DISQUALIFYING distinction, and review flags are printed, counted and not fatal. A review rule may not decide anything: measured against Canada's own concordance it fires on 5 of 125 known-correct successions, which is why families.py already reads only the disqualifying rules and why the ranker flags rather than removes on them. A check that failed the build on a review flag would let a review rule decide. THE HEADLINE RESULT: every disqualifying rule reports 0 steps across both flows, so no published lineage step crosses a distinction this project has declared decisive.",1091,,"the runner's expectation moves from exit 3 to exit 0, so the day Stage 6 stops writing a timeline the build fails rather than reading as clean. The guard was proven able to fire by rewording one published step from human to veterinary use, which is the `use` distinction: it reported '1 of them by a DISQUALIFYING rule' and exited 1, and the file was restored byte-identically afterwards."
120,2026-08-17,"automated review, verified by hand, 2026-08-17",,,"17 of the 45 columns Stage 6 publishes could be overwritten on every row, with a token or with blank, and the whole suite stayed green. Finding 114 in a new home: those controls had been written for work/, and output/ did not exist when the sweep was last run.",an unguarded published column,"Six are duplicates v1's shapes carry by design -- orig_commodity beside orig_hs_code, latest_commodity beside latest_hs_code -- and eight more are the lookup's identity columns repeated in the other three files. A duplicate that nothing compares is two values free to disagree, and a reader has no way to tell which is right. The rest are the provenance columns, which no control read at all.","Every one is rebuilt from the stage that owns it: the duplicates are compared with their originals, the repeated columns with the lookup, the terminal wording with Stage 3, and all six provenance columns from the journey's hops. checks/sweep_published_columns.py now covers output/ as well as work/.",107,,"six controls. After: exports 107 of 107 columns guarded in both modes, imports 106 of 107. The exception is departure_from_official, which is blank on all 475 import rows because no import retirement departs from the record, so blanking it is a no-op and there is nothing to catch. It is guarded in both modes on exports, where it has content."
121,2026-08-17,"automated review, verified by hand, 2026-08-17",,,"The suite's headline, 656 of 656, was built by summing whatever the fourteen checks printed and comparing that total against nothing. A check that reported FEWER controls, and failed none of them, still read as SOUND, and every word of the headline would have been true. Two checks do exactly that today: check_stage0_source_inventory.py:524 skips its two swap-test controls when source/exports.db is absent, and check_adjudication_queue.py:1031 skips three when work/_decisions_seen.json is. Both print 0 failed and exit 0 while doing it.",a check that reports a clean result on no data,"run_pipeline_end_to_end.py held no expected figure at all, so there was no guard to be inert: total_controls was accumulated at :293 and printed at :340 and appeared nowhere else. The two skipping branches are each right in themselves -- refusing to write an absent comparison as a passing control is what this suite is for, and finding 111 is the same refusal one level down. The defect was in the summing, which turned an honest smaller number into a headline that read identically to a complete one.","Three pins in the runner. EXPECTED_CONTROLS carries the thirteen checks that report controls. EXPECTED_SELF_TEST_CASES carries check_decisive_distinctions.py separately, because it reports an exit code rather than a tally and its 71 self-test cases have never been part of the headline; folding them in would make N of N count two kinds of thing. EXPECTED_TOTAL_CONTROLS is a literal rather than a sum of the dict, because a check removed from CHECKS runs nothing and can fail no pin of its own. The summary now also states that the meaning audit is counted apart, which is the labelling this hid.",5,,"five failure paths, every one proven to fail before being trusted. Two against the real delivery, by moving source/exports.db aside: the per-check pin reported 34 against 36 and the total 654 against 656, where the old runner had printed 654 of 654 passed and SOUND. Three by injection into a temporary copy in checks/, so the runner was never edited to prove itself -- an unpinned check is named, a check pinned for controls that prints none is named, and a self-test count that moves is named. The real file's hash was unchanged across that run and the copy was deleted. Committed at fd99092."
122,2026-08-18,"automated review, verified by hand, 2026-08-18",imports:3002.90.00.10:2021-12,3002.90.00.10,"A subheading survived an HS revision while part of its content was carved out into a NEW subheading. The candidate ladder narrows to the tightest rung that returns anything and widens only when the narrow answer is EMPTY, so the rung kept returning members, never widened, and the receiving lines were never candidates. At 2021-12 the HS2022 restructure moved toxins and micro-organism cultures from 300290 into the new 300249; 3002490010 and 3002490020 sat among 111 codes never considered. The queue row said ""a list lost an item"" and could not say where it went.",a guard that cannot fire,"assemble_candidates picked the narrowest non-empty rung and no later layer could repair it, because the official record only VETOES: it can remove a candidate but never add one. official_constraint_sets.csv holds 5 rows, all at boundary 201701, and nothing at all for 2021 to 2022, the largest structural change in the delivery. Text could not repair it either: 3002900020 scores 0.9466 against the toxin line because it kept five of its six terms, while the line that took the sixth scores 0.3125.","FIXED. stage1_candidates.py gains a carve-out rung beside the ladder: a code BORN at the boundary, in another subheading, where each line head noun appears in the other wording and nothing left in the code own rung still leads on that term. It only ever ADDS. Two earlier drafts were rejected by measurement, at 126 and 71 of 280 import rows; the rule that holds fires on 6. Seven candidate pairs added, none removed, one of them vetoed by dose form. The analyst then ruled on both links: 3002900010 to 3002490020 and 3002900050 to 3002490010.",8,1083353075,"check_stage1_candidates.py: four controls, two naming the two carve-outs outright and two holding the rung to its measured size, all proven to fail against the pre-fix artefact in which the column does not exist and both codes considered exactly four candidates. Suite 656 to 660 controls."
123,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"The end-of-pipeline meaning audit compares the lineage timeline consecutive steps, and a step recorded wording is not necessarily the one in force when the step began. IM_0166 lived entirely inside step 1, stamped 1988-01..1997-12 while showing a wording that did not exist until 1990. Comparing step 1 with step 2 compares two human wordings; comparing the journey endpoints does the same. The lookup and the timeline disagreed about the same record origin.",a check that reports a clean result on no data,"The audit subject is the artefact, and the artefact had already lost the evidence.",FIXED. check_stage5_lineage.py asserts that no step shows a wording crossing a decisive distinction from the one in force at its own first period. Re-wordings inside a step stay allowed; 226 steps carry one and almost all are cosmetic.,1,1124520,"check_stage5_lineage.py, one per flow. Proven to fail: 1 hit on 4b663d4~1 naming IMR-3004509930-198801 step 1 and the use rule; 0 on this build."
124,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"latest_hs_code and latest_description were compared with the stage that owns them on 22 of 475 import rows and 11 of 97 export rows, the two statuses carrying no successor. The other 539 rows rested on Stage 6 having copied correctly with nothing checking that it had.",a guard that cannot fire,"The only control making the comparison was deliberately narrow for a different, reader-facing purpose, and no general one existed beside it.","FIXED. The comparison now runs on every published row. 0 disagreements, so this closes an unguarded surface rather than an error.",539,605126317947,"check_stage6_outputs.py, one per flow, plus a perturbation control proving it objects when a terminal is bent."
125,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"gate1 is committed output and the only control reading it asked whether output had copied it faithfully. A gate1 built from an older Stage 4 would be copied just as faithfully, pass, and ship v1 identifiers joined to families that no longer exist.",a guard that cannot fire,"Nothing tied gate1 to the build it describes, and gate1 is the file Gate 1 itself rests on.",FIXED. Every v2 identifier and family in gate1 is now checked against Stage 4. 0 disagreements.,572,0,"check_stage6_outputs.py, one per flow, plus a control proving it objects when gate1 names a family the build does not hold."
126,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"decisive_distinctions.csv publishes 14 disqualifying rules and three cannot fire on this delivery: biotechnology and sterility have one pole only, and fabric construction has both poles but never apart, the two knit wordings also saying woven. A reader had no way to know.",a guard that cannot fire,Inertness was never measured or disclosed.,"FIXED. The inert set is named and pinned, so a delivery that makes one live is noticed rather than silently starting to veto. antibiotic content is NOT inert: it reads so on raw text because the corpus writes cont antibiotics, and fires once expanded. CORRECTED 2026-08-18, same day: the claim that a reader had no way to know was WRONG for two of the three. decisive_distinctions.csv already annotated biotechnology and sterility with ONE-SIDED, cannot fire on this delivery. Only fabric construction was undisclosed, and it is inert for a reason that column's format cannot express: it reads a healthy 6 one side / 3 other while all 3 knit wordings also say woven. See finding 136.",3,0,"check_rule_application.py, plus a guard asserting the shorthand expansion the measurement depends on is actually applied, because without it the answer is four and wrong."
127,2026-08-18,"automated review, verified by hand, 2026-08-18",,,Two functions named receiving_span apply different rules. Stage 1a also requires the life to have begun within the continuity grace window; Stage 3 does not. The Stage 3 docstring claimed they were the same rule.,reading the wrong life of a code that has more than one,"The divergence is correct, because Stage 3 routes a successor a person chose and the analyst may knowingly accept a gap the heuristic refuses. It was undocumented and unasserted.","FIXED as documentation and control, not as behaviour. Five links diverge, every one authority=analyst: four are 3006.80.90.10/.20/.30/.43 routed to 3006.92.00.00 on the WCO correlation, one is exports:3003.40.00:2016-11.",5,0,check_stage3_route.py: Stage 3 is only more permissive where a person decided.
128,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"check_medicine_families.py read REUSE_GAP_MONTHS as builder.REUSE_GAP_MONTHS, and it reached make_adjudication_queue only through an import that module does not otherwise use. Tidying that import away would have broken the check from a distance.",a guard that cannot fire,The rule centralisation left seven unused imports and one was load-bearing by accident.,"FIXED. The check reads the constant from the module that defines it, and all seven dead imports are removed.",0,0,none; the coupling is removed rather than asserted.
129,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"A published proxy error rate selected its subject with a map from code to its EARLIEST first_period, which forgets that a recycled number has more than one life. 3002900020 first traded 1998-01 and again 2022-01, so asking whether it begins at the 2021-12 boundary got 1998-01 and answered no. The map sat in checks, which the structural sweep never read.",reading the wrong life of a code that has more than one,The sweep that forbids era-blind maps iterated pipeline only.,"FIXED. The proxy reads every life start: 28 testable rows era-blind against 29 era-aware, the same 1 disagreement, so the rate was right and its subject was not. The sweep now reads checks and gate1 as well.",1,0,"check_stage1c_rank.py sweep widened; proven by running the pre-fix shape through the matcher, which flags it, and the fixed shape, which it does not."
130,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"The structural sweep matcher existed twice, once in the sweep and once inside _matches_the_hazard, copied line for line. The probes that prove the matcher works therefore proved the copy worked, so weakening the real one would have failed nothing.",a guard that cannot fire,A control demonstrated by a duplicate of itself demonstrates nothing.,"FIXED. One predicate, _hazard_lines, called by the sweep and by every probe.",0,0,the existing probes now exercise the real predicate rather than a copy.
131,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"Gate 2 reads: Zero rows left undecided. No exception. Ten rows carry an empty decision cell, CAD 337,143,882, so the gate fails on the cell reading and passes on the event reading. Separately the 15 rows the queue marks NOT A RETIREMENT are split 10 blank and 5 answered, the same category answered two ways, and 2 rows marked HELD, do not decide yet were decided.",a check that reports a clean result on no data,"The criterion does not say which of the two readings it means, and nothing asserted the properties that make the split harmless.","PARTLY FIXED, AND ONE PART IS THE ANALYST TO RULE. What is fixed: all 15 NOT A RETIREMENT rows resolve not_a_retirement on authority=delivery, so the five answers are inert and the split changes no outcome; both HELD rows carry a full written argument and overrode_a_hold=yes, so the override was recorded rather than silent; and no row is both undecided and unsettled. What is NOT fixed: the criterion still does not state whether undecided means an empty cell or an unsettled event. That is a wording ruling for the analyst.",15,337143882,"check_stage2_apply_decisions.py, three controls: no-retirement rows settle by the delivery whether answered or not, a decided hold says so, and nothing is both undecided and unsettled."
132,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"Two identifier controls recomputed the identifier by calling the same constructor the stage used to write it, so a wrong constructor agreed with itself. They proved only that nobody had edited the file after the stage ran, which is not what their names claim.",a guard that cannot fire,The same shape as finding 130: a control demonstrated by the thing it tests.,"FIXED. Both rebuild the identifier from the published form in METHOD_family_id.md instead, and the comparison against the producer is kept beside each as its own control so the two definitions cannot drift apart unnoticed.",572,0,"check_stage3_route.py and check_stage4_build_families.py, two each. Proven by rebuilding the pre-2026-08-15 span_id form without its month and the record_id without its load-bearing R: the independent rebuild rejects both, the producer-based one would not have."
133,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"check_rule_application.py built its failure list ABOVE the last two controls, so they were counted by len(results) and excluded from failed. A control could print [FAIL] while the summary read 14 passed, 0 failed and the process exited 0.",a guard that cannot fire,"Self-inflicted the same day, by anchoring an insertion on the summary print rather than on the failure list. The count matched the pin, which is what made it invisible.",FIXED. The failure list is built after the last control. Proven both ways: with the old ordering a forced failure printed [FAIL] and exited 0; with the new one it exits 1. Every other check was swept for the same shape and none has it.,2,0,"not a control but an ordering; the sweep for record() calls after the failure list is the check, and it is clean across all fourteen files."
134,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"Fifteen rows resolve not_a_retirement on the ABSENCE of a termination notice, seven of them stopping within three months of the delivery end and carrying CAD 335,485,516. Nothing listed them and nothing said the evidence was an absence, so a reader could not tell these apart from a retirement positively shown not to have happened.",a check that reports a clean result on no data,Gate 2 counted undecided cells and had no clause for a row answered on an absence. The absence is correct today and a later delivery can fill it.,"FIXED. gate1/build_gate2_tail_disclosure.py writes gate1/gate2_tail_disclosure.csv, one row per case with its distance from the delivery end, its value, whether an analyst decision is also recorded, why it is not a retirement and what would change that. Gate 2 gains a clause requiring the list; the rows pass, they must be stated. Gate 2 now passes on all six clauses, measured.",15,345974865,"check_stage2_apply_decisions.py: the list is exactly the rows whose basis is no_termination_declared, and each states its distance and what would change it. Proven to fail by removing the file: exit 1."
135,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"The paragraph justifying REUSE_GAP_MONTHS=60 named FOUR gap values for five gaps, omitting 132 months, exports 30033100. It also claimed a threshold of 24 OR 36 months would each add one further event: 24 adds one, 36 CHANGES NOTHING, because no gap in the delivery falls between 34 and 61. And it accounts for five splits when the delivery now has six.",a check that reports a clean result on no data,"Nothing checked the paragraph, so it drifted, and drifted again when a second splitting cause was added on 2026-08-18: a relabelling that crosses a decisive distinction now splits a span as well as a gap. A reader counting gaps finds five and concludes one is missing.","FIXED. The paragraph names all five gap values, states that 36 months moves nothing, and names the sixth split and its cause. A span split changes which family a record belongs to, so the inventory is now pinned rather than described.",6,0,"check_stage1_candidates.py, three controls: the five splitting gaps are 61/108/132/142/350, exactly one span is split by a decisive distinction, and no gap sits near the threshold (largest kept 34, smallest splitting 61)."
136,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"decisive_distinctions.csv carries thirteen numeric corpus_coverage pins of the form N one side / M other side of 572. The method was never recorded and cannot be recovered: measured against the 572 published commodity strings, 4 of the 13 reproduce on expanded text and 3 on raw. Neither is a method, so the claim that two or three pins had moved could be neither confirmed nor refuted.",a check that reports a clean result on no data,A pin nobody can recompute is not a pin. Re-stamping them with new numbers would have invented a baseline rather than restored one.,"FIXED by computing rather than re-stamping. check_rule_application.py computes coverage over the 572 published strings on expanded text, states that method, and pins what it computes. The CSV column is left as the historical record of a 2026-08-10 measurement and is no longer relied on. Separately, fabric construction's inertness is now disclosed there the way biotechnology's and sterility's already were.",16,0,"check_rule_application.py: every rule sees the same share of the delivery it saw when measured, 16 rules over 572 strings with the method written down beside the number."
137,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"The paragraph justifying CO_CASUALTY_MONTHS=24 carried four figures and all four were stale: 61 proposals themselves retiring, 13 within two years, the other 48, ranging twenty-five months to fifteen years. Measured 2026-08-18: 62, 12, 50, and 28 to 348 months, which is 29 years.",a check that reports a clean result on no data,"Written once and never re-derived. Both readings are internally consistent, 61 = 13 + 48 and 62 = 12 + 50, so nothing was miscounted at the time; the delivery moved underneath it.","FIXED. The paragraph is re-measured. What justifies 24 is not any of the counts but that it falls in a gap: the within-group tops out at 24 and the next value is 28, nothing at 25, 26 or 27. That is now a control rather than a sentence.",62,0,"check_adjudication_queue.py: the co-casualty counts are unchanged, and the line falls in a gap rather than through a cluster."
138,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"meaning_gates separates two kinds of o/t: one naming a heading, one excluding goods. Reading the first as the second is what made every modern Chapter 30 leftover invisible to the residual rules. The split was counted once, 94 lives carrying o/t, 81 heading-number and 13 goods-exclusion, and nothing checked it afterwards.",a guard that cannot fire,"If the split moves, the expression has started answering a different question and every leftover-line rule changes subject with it.","FIXED. The 94/81/13 split is pinned, and it still reproduces exactly. The paragraph's other three figures, 27 lives, CAD 134,080,082,251 and 18 beginning 2017-01 or later, describe behaviour the code no longer has; they are annotated as history and deliberately not asserted, because they cannot be recomputed from the current code.",94,0,check_rule_application.py: the two kinds of o/t split the way they were counted.
139,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"METHOD_family_id.md carried four wrong claims. Property 2 said a code belongs to exactly one family, false for five codes and contradicted sixty lines earlier by the statement that a family is a set of trading SPANS. Property 4 said splits cannot occur; eleven v1 families are split across v2 families. The counts section opened Provisional because 27 retirements are still open, and none is. The figure 182 of the 572 is 183.",a check that reports a clean result on no data,Properties 2 and 4 were written before spans existed and were never restated when they arrived. The rest are dated measurements presented as current.,"FIXED. Property 2 now says the ANCHOR is unique, which is a code AND a month. Property 4 drops the splits-cannot-occur claim and says what is actually stable. The provisional premise is superseded with re-measured counts. 182 becomes 183, in the document and in the check comment that quoted the same figure.",5,0,"none added; the anchor uniqueness and the family shape were already asserted, and the corrected text now matches what they assert."
140,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"THRESHOLDS.md was written 2026-08-05 against v1's builder and documents two of the eleven numeric constants the v2 build uses. It names CLUSTER_THRESHOLD, MIN_ALT_SIM and WINDOW_MONTHS, none of which v2 has ever had. The nine undocumented include REUSE_GAP_MONTHS, which decides whether a recycled number is one commodity or two.",a guard that cannot fire,"The plan requires every threshold declared in one place with a written rationale. Nothing enforced it, and a principle nothing enforces is a preference.","FIXED. Section 0 declares all eleven with values, locations and rationale, and marks the existing sections as v1's. It also records that only three of the eleven are similarity thresholds, which is the honest answer to the reviewer's question: text only ranks, so the thresholds that decide most are temporal.",11,0,check_stage1c_rank.py: every numeric threshold the pipeline defines is declared in THRESHOLDS.md. Proven to fail by adding an undocumented constant: exit 1 naming it.
141,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"INSPIRE2_V2_PLAN.md said the decision vocabulary is three states, approve / reject / undecided. None of that survives: the build recognises five words, approve, second, reject, none and unresolved, normalised so the workbook may say accept; there is no undecided anywhere in the sheet or the code; and an empty cell is not a state but the absence of an analyst answer.",a check that reports a clean result on no data,The vocabulary changed and the plan did not follow it.,"FIXED. This mattered beyond tidiness: Gate 2's criterion read Zero rows left undecided, naming a state the artefact it judges cannot contain, which is why it could not be evaluated literally and why two readings of it appeared. See finding 131.",0,0,none; the vocabulary is enforced by stage2_apply_decisions collecting anything unrecognised as unreadable rather than applying it.
142,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"Gate 1's criterion is that every difference from the v1 release is either zero or explained in writing as a deliberate improvement with the reason. The difference files enumerate 24 rows and their detail column states only the SHAPE of each, for example '2 v1 families became one in v2'. That is a restatement, not a reason. Nothing carried the writing and nothing required it, so the gate could be declared met against files that explained nothing.",a guard that cannot fire,The criterion was written as prose in the plan and never turned into anything that could fail.,"FIXED. gate1/GATE1_DIFFERENCES_EXPLAINED.md carries the writing. The 24 rows are 9 connected events, every one count-preserving, each explained with its own evidence and confirmed by the analyst on 2026-08-18. This finding was named in the code and in three commit messages on the day and was NOT filed in the register until it was noticed on the same day, which is the hand-maintained-copy failure the register itself has an error class for.",24,24161588527,"check_stage6_outputs.py: every v1 family Gate 1 flags is explained in writing. Proven to fail by renaming one family in the document, which exits 1 and names it. It caught two real omissions the same day when the summary table was rewritten and dropped IM_0008 and IM_0009."
143,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"THRESHOLDS.md, METHOD_harmonization.md, the SI and the stage 1a comment all said a gap longer than sixty months splits a span and that the largest gap kept inside one is 34. Measured on the delivery, nine same-worded silences of 61 to 121 months sit inside published spans: imports 3002200020, 3002900011 Ricin, 3002900012 Saxitoxin, 3003399100, 3004321000 and 3004409011, exports 30031000, 30033100 and 30034000. The smallest, 61 months, is exactly the gap that split 3002900020. Finding 135 re-measured the paragraph on 2026-08-18 and restated the false claim, because it measured between-record gaps only.",a guard that cannot fire,"Stage 0 groups the delivery into one record per code and wording, and span_runs tests the gap between consecutive records, so a silence under an unchanged wording can never reach the test. The rule as implemented splits only relabelled resumptions; every published statement of it omitted the word relabelled.","RESTATED, not enforced, decided by the analyst on 2026-08-19: splitting Ricin resuming as Ricin would manufacture eight retirements whose only successor is the same standing line, against the delivery's own termination notes. The rule is restated in all four documents with the calibration scoped to relabelled resumptions, where kept tops out at 34 and splits start at 61. The nine silences are disclosed with their evidence in gate1/reuse_silence_disclosure.csv, built by gate1/build_reuse_silence_disclosure.py. No output row changes.",9,3383220,"check_stage1_candidates.py: five controls hold the disclosure equal to the delivery in both directions, pinned at nine, with removal and invention provocations"
144,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"orig_status in the published journeys equalled final_status on all 572 rows and contradicted its own chain's first step on every multi-step record. v1 published the column as the original commodity's fate: 357 of its 475 import rows and 30 of its 78 export rows read ended_YYYY-MM while final_status read active. Stage 6's docstring promises the v1 shapes with exactly two departures, both additive; this was a third, silent and non-additive.",a kept column silently changed meaning,"stage6_outputs.py wrote the walked terminal's status into orig_status instead of step 1's. The cross-file control then ASSERTED the copy, requiring orig_status to equal latest_status, which is finding 132's shape: a control pinning the defect it should catch.","FIXED. orig_status now carries the timeline's first step, which is v1's meaning in v2's vocabulary. The control was written first and failed on 348 rows against the pre-fix output. 315 import and 33 export published values change; lookup, timeline and provenance are untouched by this fix.",348,0,"check_stage6_outputs.py: orig_status held to the timeline's first step per flow, with a bent-row provocation; the defective assertion is removed"
145,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"Stage 6's docstring defined latest_status with a succeeded value that occurs zero times in 572 rows, defined active in words that fit ended commodities, and claimed the status column still carries v1's spelling when v1 wrote active or ended_YYYY-MM and v2 writes four words.",a guard that cannot fire,"The vocabulary block was written for one column and read as though it covered three, and the spelling sentence described an intention rather than the files.","FIXED as documentation. The docstring now states which column answers about which code: step_status any of four values, orig_status the original's fate, latest_status and final_status the terminal's standing where succeeded cannot occur, and the v1 form derives from status plus period.",0,0,none; the vocabulary is stated beside the columns it describes and finding 144's control guards the one column that can drift
146,2026-08-18,"automated review, verified by hand, 2026-08-18",,,"Twelve published rows read official_adjudicated yes and boundary_crossed no at once: seven import chains adjudicated by the 2011 to 2012 revision concordance itself were published as crossing no boundary. at_hs_revision_boundary, wco_table and cbsa_concordance_covers keyed on the last traded month alone while stage 1b matches the concordance by the declared year and stage 1c holds on the union.",keying on the month money stopped rather than the month the record ends the classification,"The flags were written before the early-quiet fix reached the concordance lookup and the stage 1c hold, and were never re-keyed. The same defect in a fourth place, exactly as stage 1c's comment warned.","FIXED. The three flags now read the union of the trading month and the life-owned declared termination, which can only add. 20 stage 1 rows and 17 published boundary_crossed cells correct, no other artefact cell moves, pins re-measured: boundary 109 to 124 and 8 to 13, cbsa 89 to 97 and 3 to 6, wco reach 20 to 27 and 8 to 13.",17,,"check_stage1_candidates.py: the flags are rebuilt from the inventory's own notes on every row, with a bent-flag provocation"
147,2026-08-18,"automated review, verified by hand, 2026-08-18",imports:3002.90.00.12:2016-10,3002900012,"The shipped build held twelve spans as too recent while both method documents said nine worth CAD 336,293,520. The second hold clause, sparsity against the code's own longest quiet, existed only in code comments. One held row was Saxitoxin, declared terminated 2016-12 and named outright by the concordance, flagged too_recent_to_call 116 months after its last trade.",keying on the month money stopped rather than the month the record ends the classification,"The hold read only the trading gap, so a declared, record-decided retirement could be held on its own silence, against the stage's own stated principle that the hold applies only where silence is the only evidence.","FIXED. Only a trade_ceased_only span can be held; a declared or reused retirement is established by the record. Saxitoxin is no longer held and the shipped hold is eleven rows worth CAD 337,738,720: nine by the twelve-month window and two by the sparsity clause, now documented in METHOD_harmonization.md and THRESHOLDS.md.",12,337739298,"check_stage1_candidates.py: a declared or reused retirement is never held on silence, with a doctored-row provocation"
