link_id,row,verdict,status,priority,why_this_needs_you,flow,retiring_code,retiring_description,last_traded,value_cad,proposed_successor,proposed_successor_description,proposed_successor_first_traded,proposed_successor_last_traded,successor_began_at_the_boundary,successor_is_more_aggregate,months_gap,gap_named_by_the_record,suggested_decision,why_not_recommended,wording_match,shared_meaning_words,runner_up,runner_up_description,runner_up_first_traded,runner_up_last_traded,runner_up_wording_match,other_candidates_considered,official_record,closest_removed_candidate,closest_removed_description,closest_removed_first_traded,closest_removed_last_traded,closest_removed_wording_match,closest_removed_why,candidates_removed_on_meaning,record_overruled_gate,official_record_note,record_narrowed_note,best_candidate_passing_every_rule,best_candidate_description,best_candidate_wording_match,best_candidate_is_the_leftover_line,how_they_relate,family_of_the_retiring_code,family_evidence,class_residual_available,class_residual_description,class_residual_wording_match,same_wording_reappears_at,same_wording_reappears_from,same_wording_gap_months,substance_named_again_later,successor_also_retires,chain_ends_at,chain_hops,successor_swaps_a_term,term_in_the_retiring_code,term_in_the_successor,successor_was_carved_out_of_it,carved_out_term,carved_out_by,a_leftover_line_widened_here,widened_line,widened_line_added_terms,widened_line_rank,successor_co_traded_months,codes_never_considered,closest_never_considered,closest_never_considered_description,closest_never_considered_wording_match
exports:3003.31.00:2025-05,193,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",exports,3003.31.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",2025-05,1208878.00,3003.20.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",1988-01,2026-06,no,no,0,no,approve,,0.6879,0.6111,3003.90.00,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",1988-01,2026-06,0.6154,3,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2025 schedule holds every candidate, so it excludes none",,,,,,a catch-all line that may cover it,,,,,,,,,yes,,,,no,,,no,,,no,,,,447,36,3004.31.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",0.8701
imports:3003.39.10.00:1997-12,194,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3003.39.10.00,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",1997-12,724092.00,3003.39.00.10,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",1998-01,2011-12,0.2878,0,no official source reaches this boundary,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",2012-01,2026-06,0.2614,continuity,3003.39.00.00 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,242,3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.7671
imports:3003.90.91.00:1997-12,195,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3003.90.91.00,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",1997-12,621683.00,3003.90.00.20,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3003.90.00.91,"Medicaments containing acetaminophen, in bulk",1998-01,2011-12,0.5289,2,no official source reaches this boundary,3003.90.00.30,"Medicaments containing acetaminophen, in bulk",2012-01,2026-06,0.5289,continuity,3003.90.00.30 (continuity); 3003.90.00.90 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,239,3004.90.00.20,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",0.8056
exports:3003.42.00:2024-09,196,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",exports,3003.42.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2024-09,594838.00,3003.20.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",1988-01,2026-06,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: pseudoephedrine sa against antibiotic. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.8176,0.8125,3003.49.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",2018-05,2026-06,0.7722,4,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2024 schedule holds every candidate, so it excludes none",,3003.49.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",0.7722,no,a catch-all line that may cover it,Non-narcotic vegetable alkaloids,"asserted, unsourced",,,,,,,yes,,,,yes,pseudoephedrine sa,antibiotic,no,,,no,,,,439,36,3004.41.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.8608
imports:3004.50.91.00:1997-06,197,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.50.91.00,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",1997-06,405203.00,3004.50.00.20,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",1998-01,2011-12,no,no,6,no,approve,,1.0000,1.0000,3004.50.00.50,"Multivitamins not mixed with o supplements, for human use, in dosage",1998-01,2011-12,0.6714,15,no official source reaches this boundary,3004.50.00.13,"Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage",2012-01,2016-12,0.5882,continuity,3004.50.00.13 (continuity); 3004.50.00.70 (use); 3004.50.99.50 (use); 3004.50.00.19 (continuity); 3004.50.00.14 (continuity); 3004.50.00.90 (continuity;use); 3004.50.00.11 (continuity); 3004.50.00.12 (continuity),none,no official source reaches 199707,,,,,,the same commodity under a new number,,,,,,,,,yes,yes,3004.50.00.19,2,no,,,no,,,no,,,,,335,3004.90.00.20,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",0.8511
imports:3002.90.90.30:1997-09,198,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.90.90.30,Antiallergenic preparations of microbial origin,1997-09,96578.00,3002.90.00.93,Antiallergenic preparations of microbial origin,1998-02,2016-12,no,no,4,no,approve,,1.0000,1.0000,3002.90.00.99,"Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes",1998-01,2016-12,0.4553,13,no official source reaches this boundary,3002.90.00.90,"Human blood;animal blood for therap/prophltc/diagnostic uses;toxins,sim prod,nes",2017-01,2026-06,0.3307,continuity,3002.90.00.90 (continuity); 3002.90.00.10 (continuity); 3002.90.00.50 (continuity); 3002.90.00.12 (continuity); 3002.90.00.40 (continuity),none,no official source reaches 199710,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,336,3002.10.00.30,"Antisera & o blood fractions, of human origin, for other uses",0.5192
imports:3002.90.10.11:1997-12,199,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.90.10.11,Ricin,1997-12,33472.00,3002.90.00.11,Ricin,1998-01,2016-09,yes,no,0,no,approve,,1.0000,1.0000,3002.90.00.30,Dried blood of animal origin,1998-02,2026-06,0.2424,6,no official source reaches this boundary,3002.90.00.12,Saxitoxin,2000-03,2016-10,0.4286,continuity,3002.90.00.12 (continuity); 3002.90.00.50 (continuity); 3002.90.00.90 (continuity); 3002.90.00.10 (continuity); 3002.90.00.40 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, nes",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3002.20.00.90,"Vaccines, nes, for human medicine",0.2778
imports:3003.40.10.00:1993-08,200,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3003.40.10.00,"Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk",1993-08,12838.00,3003.40.90.00,"Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes",1988-02,1997-12,no,no,0,no,approve,,0.5828,0.3333,,,,,,0,no official source reaches this boundary,3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",1998-01,2016-12,0.5695,continuity,3003.40.00.00 (continuity),none,no official source reaches 199309,,,,,,a catch-all line that may cover it,,,,,,,,,yes,yes,3003.49.00.00,3,no,,,no,,,no,,,,65,369,3004.40.10.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",0.9221
imports:3004.39.00.12:2026-05,201,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",imports,3004.39.00.12,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",2026-05,184895196.00,3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",2012-01,2026-06,no,no,0,no,approve,,0.7389,0.5909,3004.39.00.13,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",2012-01,2026-06,0.7261,2,no official source reaches this boundary,,,,,,,none,none,no official source reaches 202606,,,,,,a catch-all line that may cover it,,,,,,,,,yes,,,,no,,,no,,,no,,,,171,104,3004.50.00.11,"Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",0.7799
exports:3001.20.00:2026-05,202,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",exports,3001.20.00,"Extracts of glands/other organs or of their secretions, for therapeutic uses",2026-05,77599600.00,3001.90.00,"Heparin & its salts;human or animal substances for therap or prophltc uses, nes",1988-01,2026-06,no,no,0,no,none,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",0.4636,0.1429,,,,,,0,no official source reaches this boundary,,,,,,,none,none,no official source reaches 202606,,,,,,a catch-all line that may cover it,,,,,,,,,NO,,,,no,,,no,,,no,,,,459,37,3005.90.00,"Dressings & similar articles,impreg or coated or packaged for med use, nes",0.3973
exports:3004.41.00:2026-05,203,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",exports,3004.41.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2026-05,104471710.00,3004.42.00,"Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-01,2026-06,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: ephedrin against pseudoephedrine. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.9114,0.8750,3004.20.00,"Medicaments,cont antibiotics,f therap/prophltc,in doses/frs,o/t No 30.02/05/06",1989-01,2026-06,0.8535,9,no official source reaches this boundary,,,,,,,none,none,no official source reaches 202606,,3004.90.90,"Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",0.7673,no,same class,Non-narcotic vegetable alkaloids,"asserted, unsourced",,,,,,,NO,,,,yes,ephedrin,pseudoephedrine,no,,,no,,,,111,27,3003.20.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",0.7421
imports:3004.41.00.00:2026-05,204,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",imports,3004.41.00.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2026-05,8250035.00,3004.43.00.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-12,2026-06,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: ephedrin against norephedrine. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.9290,0.8750,3004.42.00.00,"Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-01,2026-06,0.9114,50,no official source reaches this boundary,,,,,,,none,none,no official source reaches 202606,,3004.49.00.10,"Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.8302,no,same class,Non-narcotic vegetable alkaloids,"asserted, unsourced",,,,,,,yes,,,,yes,ephedrin,norephedrine,no,,,no,,,,100,56,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",0.8354
imports:3003.31.00.00:2026-03,205,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",imports,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",2026-03,2797436.00,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2017-06,2026-05,no,no,0,no,none,"the code proposed here stops trading 2 months after the one it would replace, so the two ended in the same restructuring and neither received the other's trade. Following the chain, the trade appears to end at 3003.90.00.30.",0.7134,0.5500,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2012-01,2026-06,0.7051,5,no official source reaches this boundary,,,,,,,none,none,no official source reaches 202604,,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",0.7051,no,unknown,,,,,,,,,yes,"yes, within 2 months",3003.90.00.30,2,no,,,no,,,no,,,,104,104,3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",0.8701
exports:3003.10.00:2026-05,206,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",exports,3003.10.00,"Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,nfrs",2026-05,2184328.00,3003.39.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",1988-01,2026-06,no,no,0,no,none,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",0.4277,0.3333,3003.49.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",2018-05,2026-06,0.3418,2,no official source reaches this boundary,,,,,,,none,none,no official source reaches 202606,,,,,,a catch-all line that may cover it,,,,,,,,,yes,,,,no,,,no,,,no,,,,459,34,3004.10.00,"Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,frs",0.9936
imports:3003.60.00.00:2025-08,207,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",imports,3003.60.00.00,"Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",2025-08,786374.00,3003.20.00.00,"Medicaments,cont antibiotics,nes,mix,for therap/prophltc,nfrs,o/t No 30.02/05/06",1988-01,2026-06,no,no,0,no,approve,,0.7261,0.6471,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2012-01,2026-06,0.6795,6,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2025 schedule holds every candidate, so it excludes none",,,,,,a catch-all line that may cover it,Antimalarials,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,450,104,3004.60.00.00,"Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",0.9359
imports:3003.43.00.00:2025-06,208,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",imports,3003.43.00.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2025-06,21630.00,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2017-06,2026-05,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: norephedrine against ephedrin use. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.9434,0.8235,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2012-01,2026-06,0.8481,7,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2025 schedule holds every candidate, so it excludes none",,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",0.7722,no,same class,Vegetable alkaloids,"asserted, unsourced",,,,,,,yes,"yes, within 11 months",3003.90.00.30,2,yes,norephedrine,ephedrin use,no,,,no,,,,95,104,3004.41.00.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.8987
imports:3003.41.00.00:2026-05,209,DO NOT DECIDE - the record does not call this a retirement,"NOT A RETIREMENT, nothing to decide",not a retirement,"the delivery records no termination for this line and the number was never handed to different goods, so trade stopped without the classification ending. There is no transfer to trace and nothing here to answer.",imports,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2026-05,14190.00,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2012-01,2026-06,no,no,0,no,none,"SAME FRAME, DIFFERENT TERM: ephedrin salt against acetaminophen. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.8931,0.8235,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",2012-01,2026-06,0.8050,4,no official source reaches this boundary,,,,,,,none,none,no official source reaches 202606,,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",0.8050,no,unknown,Vegetable alkaloids,"asserted, unsourced",,,,,,,yes,,,,yes,ephedrin salt,acetaminophen,no,,,no,,,,171,102,3004.43.00.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.8590
imports:3002.20.00.90:2021-12,210,CONFIRM - the evidence supports this link,decide,4,two candidates are almost equally close,imports,3002.20.00.90,"Vaccines, nes, for human medicine",2021-12,11076237268.00,3002.41.00.10,"Vaccines, for against influenza virus, human medicine",2022-01,2026-06,yes,no,0,no,approve,,0.6585,0.5000,3002.41.00.90,"Vaccines, o/t for against influenza virus, human medicine, nes",2022-01,2026-06,0.6222,0,the WCO correlation narrowed this to one subheading,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 300241, leaving 2 of 22 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2017 to 2022 correlation sends this subheading to 300241, leaving 2 of 22 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,unknown,,,,,,,,,yes,,,,no,,,yes,"against, influenza, virus",3002.20.00.10,no,,,,,93,3004.20.00.11,"Medicaments containing cephalosporins, for human use, in doses/packings frs",0.4423
exports:3002.20.00:2021-12,211,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",exports,3002.20.00,Vaccines for human medicine,2021-12,11112477974.00,3002.41.00,"Vaccines, for human medicine",2022-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,,,,,,0,the WCO correlation left one candidate,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 300241, leaving 1 of 11 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2017 to 2022 correlation sends this subheading to 300241, leaving 1 of 11 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,,34,3006.50.00,First-aid boxes and kits,0.3529
exports:3002.10.00:2016-12,212,ANALYST - a candidate is shown but NOT recommended,decide,1,"a list lost an item, or one code is the leftover case of the other",exports,3002.10.00,"Antisera, o blood fract, immunological prod,w/n mod/obt by biotechnological proc",2016-12,2305274480.00,3002.12.00,"Antisera & other blood fractions, w/n modified/obtained by biotechnological proc",2017-01,2026-06,yes,no,0,no,none,"SAME FRAME, DIFFERENT TERM: immunological mod prod against modified. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.7871,0.6364,3002.19.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",2017-01,2021-12,0.7051,4,the record bounds the answer to a short list,,,,,,,none,none,"bounded by the official record, action constrain",,3002.19.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",0.7051,no,unknown,,,,,,,,,yes,,,,yes,immunological mod prod,modified,no,,,no,,,,,37,3006.93.00,"Placebos,blinded or double blinded clinical trial kits, put up in measured doses",0.3312
imports:3002.19.00.00:2021-12,213,DO NOT DECIDE - waiting on a document,"HELD, do not decide yet",held,"a correlation table could answer this and none has been extracted yet, so deciding now risks being overruled by a document",imports,3002.19.00.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",2021-12,1629159701.00,3002.15.00.00,"Immunological products, put up in measured doses/forms/packings, for retail sale",2017-01,2026-06,no,no,0,no,none,"the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30 entirely",0.5000,0.1333,3002.14.00.00,"Immunological products,mixed,not put in measured doses/forms/packings f ret sale",2017-01,2026-06,0.4557,20,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2022 schedule holds every candidate, so it excludes none",,,,,,unknown,Immunological products,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,yes,3002.90.00.90,"antisera, cell, culture, etc, vaccines",18,58,93,3006.70.10.00,"Chem/biolog prep,incl kits cont ancill mat f med diag;f insemination anml semen",0.4204
exports:3004.40.00:2016-12,214,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,exports,3004.40.00,"Alkaloids or their derivs, not cntg antibiotics or hormones, in dosage",2016-12,1560656123.00,3004.49.00,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",2017-01,2026-06,yes,no,0,no,none,"the subheading is gone and no wording is close, so the goods may have left Chapter 30 entirely",0.3836,0.0455,3004.43.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2017-03,2022-03,0.2917,2,the record bounds the answer to a short list,,,,,,,none,none,"bounded by the official record, action constrain",,,,,,a catch-all line that may cover it,,,,,,,,,yes,,,,no,,,no,,,no,,,,,38,3005.10.00,Dressings and other articles having an adhesive layer,0.3967
imports:3002.30.00.90:2021-12,215,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.30.00.90,"Vaccines, veterinary use, nes",2021-12,925135646.00,3002.42.00.90,"Vaccines, veterinary use, nes",2022-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,2022-01,2026-06,0.2991,0,the WCO correlation narrowed this to one subheading,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 300242, leaving 2 of 22 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2017 to 2022 correlation sends this subheading to 300242, leaving 2 of 22 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,the same commodity under a new number,Veterinary vaccines,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,,93,3004.50.00.90,"Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",0.4571
imports:3002.20.00.10:2021-12,216,ANALYST - a candidate is shown but NOT recommended,decide,1,"a list lost an item, or one code is the leftover case of the other",imports,3002.20.00.10,"Vaccines against influenza virus, for human use",2021-12,902421504.00,3002.41.00.10,"Vaccines, for against influenza virus, human medicine",2022-01,2026-06,yes,no,0,no,none,"SAME FRAME, DIFFERENT TERM: use against medicine. The wording match is scoring the boilerplate these two share, not the word that says what the goods are.",0.8247,0.7143,3002.41.00.90,"Vaccines, o/t for against influenza virus, human medicine, nes",2022-01,2026-06,0.7619,0,the WCO correlation narrowed this to one subheading,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 300241, leaving 2 of 22 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2017 to 2022 correlation sends this subheading to 300241, leaving 2 of 22 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,unknown,,,,,,,,,yes,,,,yes,use,medicine,no,,,no,,,,,93,3006.91.00.00,Appliances identifiable for ostomy use,0.4524
imports:3002.30.00.10:2021-12,217,CONFIRM - the evidence supports this link,decide,2,the wording matches closely but the meaning does not,imports,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,2021-12,803346426.00,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,2022-01,2026-06,yes,no,0,no,approve,,0.9744,0.9091,3002.42.00.90,"Vaccines, veterinary use, nes",2022-01,2026-06,0.2330,0,the WCO correlation narrowed this to one subheading,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 300242, leaving 2 of 22 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2017 to 2022 correlation sends this subheading to 300242, leaving 2 of 22 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,,93,3001.90.00.20,"Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",0.4342
imports:3006.20.00.90:2021-12,218,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3006.20.00.90,"Blood-grouping reagents, other than of animal origin, nes",2021-12,159377979.00,3006.30.00.10,"Opacifying, preparations for X-ray examinations",1998-01,2026-06,no,no,0,no,none,"the WCO correlation table for this revision sends the whole subheading OUT of Chapter 30, so no code in this chapter is its successor. The candidates below are shown because the answer still has to be recorded, not because any of them qualifies. Expected answer: reject, with the successor written `none`.",0.4554,0.0000,3006.40.00.90,"Other dental fillings, nes",1998-01,2026-06,0.4250,15,the WCO correlation sends this subheading OUT of Chapter 30,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 382213, outside Chapter 30",,,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,286,98,3002.90.00.30,Dried blood of animal origin,0.5301
